ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
SURHODI01 ,Dick,Surhoff,N,4,13,4,0,0,2,2,0,0,0,2,4,2,0,0,0,0
SUTORGE01 ,George,Sutor,A,1,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
SUTTOGR01 ,Greg,Sutton,N,5,38,7,2,3,5,5,1,1,1,4,13,2,3,3,7,0
SWAINBE01 ,Bennie,Swain,N,5,27,5,0,0,14,1,0,0,0,4,6,2,2,1,0,0
SWANSNO01 ,Norm,Swanson,N,6,23,8,0,0,5,0,0,0,0,5,7,3,3,2,0,0
SWARTDA01 ,Dan,Swartz,N,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEETMI01 ,Mike,Sweetney,N,4,57,16,6,4,10,0,0,1,0,7,11,6,6,4,0,0
SWIFTST01 ,Stromile,Swift,N,7,122,52,20,13,33,4,4,6,5,9,46,21,15,10,0,0
SZCZEWA01 ,Wally,Szczerbiak,N,29,918,369,86,30,116,51,22,7,63,71,284,127,114,100,56,15
TABAKZA01 ,Zan,Tabak,N,20,88,19,12,8,20,1,1,5,3,17,17,6,8,7,0,0
TARPLRO01 ,Roy,Tarpley,N,24,806,407,192,115,307,32,29,43,48,99,335,171,92,65,4,0
TARTLA01  ,Levern,Tart,A,11,414,263,0,0,53,69,0,0,0,12,230,102,72,59,0,0
TATUMEA01 ,Earl,Tatum,N,11,356,150,0,0,54,27,0,0,0,34,134,67,24,16,0,0
TAYLOBR01 ,Brian,Taylor,A,37,1334,489,0,0,123,133,0,0,0,117,473,208,95,73,0,0
TAYLOMA01 ,Maurice,Taylor,N,5,116,49,11,5,16,5,0,1,7,20,38,18,17,13,0,0
TAYLORO01 ,Ron,Taylor,A,2,5,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0
TAYLORO02 ,Roland,Taylor,A,53,1336,328,0,0,200,167,0,0,0,144,313,127,103,74,0,0
TAYLORO02 ,Roland,Taylor,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEAGLTE01 ,Terry,Teagle,N,45,885,495,59,39,98,42,29,10,54,104,450,203,114,89,4,0
TERREIR01 ,Ira,Terrell,N,1,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
TERRYCA01 ,Carlos,Terry,N,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TERRYCH01 ,Chuck,Terry,A,16,258,53,0,0,45,10,0,0,0,30,56,23,10,7,0,0
TERRYCH01 ,Chuck,Terry,N,5,18,8,0,0,3,1,0,0,0,2,5,4,0,0,0,0
TERRYCL01 ,Claude,Terry,A,28,330,103,0,0,37,32,0,0,0,38,117,43,23,17,0,0
TERRYJA01 ,Jason,Terry,N,13,501,227,45,9,54,60,17,7,30,28,160,81,43,38,55,27
THACKTO01 ,Tom,Thacker,A,30,578,130,0,0,125,95,0,0,0,90,155,48,58,34,0,0
THACKTO01 ,Tom,Thacker,N,31,217,59,0,0,51,19,0,0,0,46,82,25,19,9,0,0
THEUSRE01 ,Reggie,Theus,N,17,542,244,30,17,47,97,24,2,48,58,217,89,77,64,15,2
THIEBBI01 ,Bill,Thieben,N,2,28,14,0,0,6,3,0,0,0,5,7,6,6,2,0,0
THIRDDA01 ,David,Thirdkill,N,18,69,21,9,1,10,5,2,0,7,9,22,7,15,7,3,0
THOMABI01 ,Billy,Thomas,N,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
THOMACA01 ,Carl,Thomas,N,1,11,2,0,1,1,0,0,0,0,2,1,0,3,2,0,0
THOMAET01 ,Etan,Thomas,N,8,126,48,24,12,36,2,0,7,9,23,29,19,22,10,0,0
THOMAIR01 ,Irving,Thomas,N,3,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
THOMAIS01 ,Isiah,Thomas,N,111,4216,2261,390,134,524,987,234,38,369,363,1869,825,689,530,234,81
THOMAJO01 ,John,Thomas,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOMAKE01 ,Kenny,Thomas,N,17,542,187,97,59,156,23,12,7,27,64,146,77,49,33,0,0
THOMAKU01 ,Kurt,Thomas,N,48,1055,310,192,86,278,30,29,27,57,176,285,126,80,58,0,0
THOMARO01 ,Ron,Thomas,A,50,665,228,0,0,222,37,0,0,0,106,188,98,62,32,0,0
THOMATE01 ,Terry,Thomas,N,4,6,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0
THOMATI01 ,Tim,Thomas,N,33,894,422,110,41,151,51,14,21,37,109,308,141,131,101,90,39
THOMPBE01 ,Bernard,Thompson,N,2,10,2,2,1,3,2,0,1,0,1,5,0,2,2,0,0
THOMPBI01 ,Billy,Thompson,N,3,27,14,3,3,6,2,4,0,0,2,11,6,2,2,0,0
THOMPBR01 ,Brooks,Thompson,N,8,59,38,3,4,7,10,0,2,11,8,25,13,11,8,10,4
THOMPDA01 ,David,Thompson,A,13,508,342,0,0,83,39,0,0,0,54,237,127,105,88,0,0
THOMPDA01 ,David,Thompson,N,27,971,619,6,4,115,101,15,23,12,83,539,249,161,120,3,1
THOMPJO01 ,John,Thompson,N,6,32,13,0,0,16,1,0,0,0,4,14,3,7,7,0,0
THOMPLA01 ,Lasalle,Thompson,N,28,547,178,99,49,148,28,16,25,37,79,163,71,45,36,0,0
THOMPMY01 ,Mychal,Thompson,N,104,2708,1132,381,215,627,126,56,106,151,309,897,449,361,234,0,0
THOMPPA01 ,Paul,Thompson,N,3,34,13,4,1,5,2,4,1,4,3,12,5,5,3,2,0
THORNBO01 ,Bob,Thornton,N,16,121,26,9,15,24,5,2,1,3,25,23,9,14,8,0,0
THORNDA01 ,Dallas,Thornton,A,7,118,67,0,0,23,6,0,0,0,9,59,23,34,21,0,0
THORNRO01 ,Rod,Thorn,N,19,275,129,0,0,45,21,0,0,0,22,116,45,45,39,0,0
THORPOT01 ,Otis,Thorpe,N,78,2252,790,365,182,547,128,33,15,117,241,564,321,233,147,3,1
THREASE01 ,Sedale,Threatt,N,70,1534,607,88,22,110,252,73,7,84,162,555,251,103,84,79,21
THURMNA01 ,Nate,Thurmond,N,81,2875,966,0,0,1101,225,0,0,0,266,910,379,335,208,0,0
TINSLGE01 ,George,Tinsley,A,15,284,120,0,0,65,19,0,0,0,3,96,44,44,32,0,0
TINSLJA01 ,Jamaal,Tinsley,N,36,942,276,84,20,104,195,48,6,78,119,266,109,46,32,86,26
TISDAWA01 ,Wayman,Tisdale,N,22,381,157,41,16,57,22,2,5,13,61,147,67,39,23,1,0
TODORMA01 ,Marko,Todorovich,N,3,0,31,0,0,0,8,0,0,0,14,31,6,24,19,0,0
TOLBERA01 ,Ray,Tolbert,N,5,33,10,4,1,5,1,4,0,0,7,5,3,8,4,0,0
TOLBETO01 ,Tom,Tolbert,N,9,116,32,18,0,18,8,3,4,4,29,33,14,11,3,3,1
TOLSODE01 ,Dean,Tolson,N,4,22,4,0,0,7,1,0,0,0,3,8,1,2,2,0,0
TOMJARU01 ,Rudy,Tomjanovich,N,37,1041,511,32,14,189,59,3,1,16,78,436,213,109,84,10,1
TONEYAN01 ,Andrew,Toney,N,72,2146,1254,112,56,168,323,58,18,257,265,1015,485,346,272,51,12
TONEYSE01 ,Sedric,Toney,N,3,15,11,0,0,0,2,1,0,2,4,6,3,2,2,6,3
TOOLSAN01 ,Andy,Toolson,N,2,4,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0
TOONEBE01 ,Bernard,Toone,N,4,6,0,1,0,1,1,0,0,0,1,4,0,0,0,1,0
TOSHEBI01 ,Bill,Tosheff,N,4,134,16,0,0,11,11,0,0,0,14,34,3,10,10,0,0
TOWEMO01  ,Monte,Towe,A,4,30,10,0,0,0,6,0,0,0,6,8,3,5,4,0,0
TOWEMO01  ,Monte,Towe,N,1,6,4,0,0,0,1,0,0,0,0,3,2,0,0,0,0
TOWNELI01 ,Linton,Townes,N,8,66,41,2,4,6,5,0,0,3,12,35,17,7,6,4,1
TRAPPGE01 ,George,Trapp,N,31,518,258,0,0,118,23,0,0,0,89,249,115,40,28,0,0
TRAPPJO01 ,John,Trapp,A,5,51,22,0,0,7,2,0,0,0,13,16,7,12,8,0,0
TRAPPJO01 ,John,Trapp,N,10,71,20,0,0,16,5,0,0,0,9,33,8,7,4,0,0
TRAYLRO01 ,Robert,Traylor,N,22,245,65,47,23,70,11,10,13,16,57,61,28,17,9,1,0
TRENTGA01 ,Gary,Trent,N,28,231,88,21,20,41,8,2,1,16,39,88,35,31,18,3,0
TRESVJO01 ,John,Tresvant,N,40,862,274,0,0,246,44,0,0,0,115,251,104,95,66,0,0
TRIPUKE01 ,Kelly,Tripucka,N,25,750,391,52,41,93,57,22,5,61,65,314,145,118,101,5,0
TSAKAIA01 ,Jake,Tsakalidis,N,5,78,14,18,10,28,0,0,7,4,11,16,6,2,2,0,0
TSCHOJO01 ,John,Tschogl,N,3,11,10,0,0,4,1,0,0,0,0,8,5,0,0,0,0
TSIORLO01 ,Lou,Tsioropoulos,N,11,239,69,0,0,64,14,0,0,0,40,85,25,29,19,0,0
TUCKEAL01 ,Al,Tucker,A,9,216,85,0,0,46,16,0,0,0,28,85,33,24,19,0,0
TUCKEAL01 ,Al,Tucker,N,4,5,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
TUCKEJI01 ,Jim,Tucker,N,15,131,56,0,0,40,3,0,0,0,28,61,21,17,14,0,0
TUCKETR01 ,Trent,Tucker,N,66,1059,364,64,30,94,100,44,5,38,107,316,142,43,30,120,50
TURKCMI01 ,Mirsad,Turkcan,N,2,10,4,2,0,2,0,0,0,3,1,5,1,2,2,1,0
TURKOHI01 ,Hidayet,Turkoglu,N,44,1029,328,151,34,185,63,30,16,50,106,314,119,79,52,104,38
TURNEAN01 ,Andre,Turner,N,8,189,58,11,2,13,35,11,0,8,12,48,21,16,13,9,3
TURNEBI01 ,Bill,Turner,N,22,284,96,0,0,62,18,0,0,0,47,87,37,31,22,0,0
TURNEEL01 ,Elston,Turner,N,43,735,218,79,51,130,86,33,2,35,79,200,97,33,21,4,3
TURNEJA01 ,Jack,Turner,N,2,16,5,0,0,4,2,0,0,0,1,6,2,3,1,0,0
TURNEJE01 ,Jeff,Turner,N,24,218,56,26,6,32,16,4,3,10,57,48,20,5,5,22,11
TURPIME01 ,Mel,Turpin,N,11,76,33,8,6,14,2,5,5,7,8,28,15,4,3,0,0
TWARDDA01 ,Dave,Twardzik,A,7,112,37,0,0,15,8,0,0,0,15,24,10,21,17,0,0
TWARDDA01 ,Dave,Twardzik,N,25,559,216,3,1,39,62,14,0,3,79,134,74,85,68,0,0
TWYMAJA01 ,Jack,Twyman,N,34,1095,621,0,0,255,62,0,0,0,131,556,245,159,131,0,0
TYLERTE01 ,Terry,Tyler,N,17,272,153,32,23,55,8,8,10,11,26,134,61,40,31,1,0
TYRACH01  ,Charlie,Tyra,N,2,55,30,0,0,31,1,0,0,0,5,28,12,9,6,0,0
UDRIHBE01 ,Beno,Udrih,N,21,241,78,13,4,17,22,9,1,20,20,78,28,14,12,37,10
UNSELWE01 ,Wes,Unseld,N,119,4889,1260,21,7,1777,453,34,24,3,371,1040,513,385,234,1,0
UPSHAKE01 ,Kelvin,Upshaw,N,3,24,10,2,0,2,5,1,0,1,4,12,5,0,0,0,0
VACENST01 ,Steve,Vacendak,A,14,230,119,0,0,20,14,0,0,0,26,92,41,41,37,0,0
VALENDA01 ,Darnell,Valentine,N,26,707,313,33,17,50,177,40,4,56,79,248,114,95,84,2,1
VANARDI01 ,Dick,Vanarsdale,N,19,472,162,0,0,23,38,0,0,0,41,125,61,46,40,0,0
VANARTO01 ,Tom,Vanarsdale,N,7,255,115,0,0,18,29,0,0,0,23,100,43,33,29,0,0
VANBRBU01 ,Butch,Vanbredakolff,N,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
VANBRJA01 ,Jan,Vanbredakolff,A,22,378,116,0,0,76,31,0,0,0,39,80,38,45,40,0,0
VANBRJA01 ,Jan,Vanbredakolff,N,2,81,21,0,0,20,7,0,3,0,9,20,8,6,5,0,0
VANCEGE01 ,Gene,Vance,N,3,0,19,0,0,0,9,0,0,0,17,31,7,10,5,0,0
VANDEER01 ,Ernie,Vandeweghe,N,89,2225,1354,120,42,361,202,30,24,68,279,1033,506,391,335,35,7
VANDEKI01 ,Kiki,Vandeweghe,N,22,419,167,15,11,26,23,9,3,21,32,136,59,42,36,23,13
VANEXNI01 ,Nick,Van Exel,N,64,2257,1006,156,53,209,325,61,4,124,165,913,365,222,165,342,111
VANHOKE01 ,Keith,Vanhorn,N,38,1154,451,177,61,238,52,30,11,64,110,395,159,103,82,122,51
VANLINO01 ,Norm,Vanlier,N,38,1549,530,0,0,191,234,0,0,0,154,509,198,171,134,0,0
VAUGHCH01 ,Charles,Vaughn,A,20,633,270,0,0,59,45,0,0,0,58,293,101,85,68,0,0
VAUGHCH01 ,Charles,Vaughn,N,27,631,240,0,0,62,62,0,0,0,91,226,98,61,44,0,0
VAUGHDA02 ,David,Vaughn,N,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VAUGHJA01 ,Jacque,Vaughn,N,28,285,75,18,5,23,50,8,3,23,38,83,26,23,19,8,4
VAUGHLO01 ,Loy,Vaught,N,15,207,82,52,12,64,6,11,4,11,24,64,34,16,12,4,2
VERGABO01 ,Bob,Verga,A,4,156,104,0,0,11,10,0,0,0,0,102,48,11,8,0,0
VERHOPE01 ,Peter,Verhoeven,N,3,19,2,0,0,0,0,1,0,1,10,0,0,2,2,0,0
VINCEJA01 ,Jay,Vincent,N,64,1153,586,127,69,196,70,29,11,87,129,499,201,215,183,5,1
VINCESA01 ,Sam,Vincent,N,26,364,131,17,10,27,63,11,2,33,32,143,51,37,29,5,0
VOSKUJA01 ,Jake,Voskuhl,N,6,98,36,13,9,22,2,4,4,6,21,17,12,13,12,0,0
VRANEDA01 ,Danny,Vranes,N,15,235,51,36,26,62,12,4,7,8,34,61,23,9,5,1,0
VRANKST01 ,Stojan,Vrankovic,N,2,7,4,2,0,2,1,0,0,1,2,2,2,1,0,0,0
WADEDW01  ,Dwyane,Wade,N,27,1081,618,93,39,132,166,39,20,116,88,470,222,214,170,18,4
WAGERCL01 ,Clint,Wager,N,4,0,30,0,0,0,8,0,0,0,22,25,11,10,8,0,0
WAGNEMI01 ,Milt,Wagner,N,5,14,6,2,0,2,3,0,1,0,3,5,2,2,2,1,0
WAITEGR01 ,Granville,Waiters,N,13,34,8,4,2,6,0,1,4,1,4,7,4,0,0,0,0
WALKEAN01 ,Antoine,Walker,N,37,1507,676,237,82,319,121,54,19,119,132,660,269,104,72,183,66
WALKECH01 ,Chet,Walker,N,105,3688,1916,0,0,737,212,0,0,0,286,1531,687,689,542,0,0
WALKEDA01 ,Darrell,Walker,N,34,508,177,45,37,82,48,34,6,51,58,174,64,76,49,1,0
WALKEFO01 ,Foots,Walker,N,22,330,109,0,0,35,64,3,2,2,37,97,41,33,27,0,0
WALKEJI01 ,Jimmy,Walker,N,12,346,168,0,0,19,26,0,0,0,29,151,70,35,28,0,0
WALKEKE01 ,Kenny,Walker,N,26,355,89,40,17,57,15,4,11,9,63,74,31,37,27,1,0
WALKEPH01 ,Phil,Walker,N,4,17,6,0,0,2,2,0,0,0,5,8,1,5,4,0,0
WALKESA01 ,Samaki,Walker,N,48,497,116,97,54,151,11,5,21,24,80,105,45,37,25,1,1
WALKEWA01 ,Wally,Walker,N,64,743,243,34,27,123,44,13,11,12,136,217,99,65,45,0,0
WALKNE01  ,Neal,Walk,N,8,102,50,0,0,40,4,0,0,0,17,53,22,8,6,0,0
WALLABE01 ,Ben,Wallace,N,75,3033,709,724,323,1047,109,148,193,101,197,584,275,359,159,8,0
WALLAGE01 ,Gerald,Wallace,N,15,52,17,7,1,8,2,1,3,7,11,12,5,8,7,0,0
WALLAJO01 ,John,Wallace,N,5,44,10,6,2,8,5,2,2,3,7,17,4,2,2,1,0
WALLARA01 ,Rasheed,Wallace,N,98,3521,1506,484,175,659,164,85,134,143,355,1288,587,341,246,251,86
WALTERE01 ,Rex,Walters,N,4,14,3,0,0,0,4,0,0,0,0,4,1,0,1,2,0
WALTHPA01 ,Paul,Walther,N,23,255,143,0,0,40,35,0,0,0,59,106,40,87,63,0,0
WALTOBI01 ,Bill,Walton,N,49,1197,528,100,34,444,145,12,19,30,149,438,230,101,68,1,0
WALTOLL01 ,Lloyd,Walton,N,18,201,53,5,3,12,57,12,4,10,14,51,21,17,11,1,0
WALTOLU01 ,Luke,Walton,N,17,134,32,17,5,22,26,7,2,14,24,29,10,10,7,13,5
WANGZH01  ,Zhizhi,Wang,N,16,74,30,5,5,10,5,1,2,2,13,24,10,9,6,8,4
WANZEBO01 ,Bobby,Wanzer,N,34,710,516,0,0,186,125,0,0,0,114,361,158,224,200,0,0
WARDCH01  ,Charlie,Ward,N,72,1567,396,150,33,183,264,105,10,92,146,348,147,62,44,166,58
WARDGE01  ,Gerry,Ward,N,14,98,39,0,0,15,5,0,0,0,23,40,17,7,5,0,0
WARDHE01  ,Henry,Ward,A,5,18,8,0,0,2,0,0,0,0,6,12,4,0,0,0,0
WARDHE01  ,Henry,Ward,N,1,1,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0
WAREJI01  ,Jim,Ware,N,3,13,10,0,0,2,0,0,0,0,1,13,5,0,0,0,0
WARLEBE01 ,Ben,Warley,A,10,129,38,0,0,29,11,0,0,0,27,38,16,10,6,0,0
WARLEBE01 ,Ben,Warley,N,10,109,31,0,0,39,3,0,0,0,16,32,9,20,13,0,0
WARLIBO01 ,Bob,Warlick,N,12,234,138,0,0,53,25,0,0,0,26,120,55,37,28,0,0
WARNECO01 ,Cornell,Warner,N,5,56,14,0,0,9,6,0,0,0,11,12,7,0,0,0,0
WARREJO01 ,Johnny,Warren,N,10,22,4,0,0,3,2,0,0,0,6,5,2,0,0,0,0
WASHBCH01 ,Chris,Washburn,N,6,31,11,1,0,1,2,0,0,4,2,7,3,6,5,0,0
WASHIDO01 ,Don,Washington,A,4,26,11,0,0,6,2,0,0,0,9,10,5,1,1,0,0
WASHIJI01 ,Jim,Washington,N,42,1126,359,0,0,295,64,0,0,0,114,334,147,111,65,0,0
WASHIKE01 ,Kermit,Washington,N,9,263,72,57,26,93,14,9,6,11,18,60,30,17,12,2,0
WASHIRI01 ,Richard,Washington,N,11,164,75,13,7,33,3,5,9,8,39,67,36,6,3,0,0
WATSOEA01 ,Earl,Watson,N,8,136,38,12,7,19,22,8,1,8,19,39,16,5,5,12,1
WATSOJA01 ,Jamie,Watson,N,5,57,12,0,1,1,3,2,1,6,12,9,6,0,0,0,0
WATTSRO01 ,Ron,Watts,N,1,5,3,0,0,2,0,0,0,0,3,6,1,2,1,0,0
WATTSSL01 ,Slick,Watts,N,17,522,185,0,0,58,120,4,1,0,66,177,79,52,27,0,0
WEATHCL01 ,Clarence,Weatherspoon,N,18,305,100,42,24,66,3,11,4,11,35,91,36,47,28,0,0
WEATHNI01 ,Nick,Weatherspoon,N,31,715,281,0,0,150,26,0,0,0,95,235,115,73,51,0,0
WEBBECH01 ,Chris,Webber,N,64,2496,1337,412,184,596,267,77,83,202,235,1204,551,355,221,51,14
WEBBJE01  ,Jeff,Webb,N,9,23,11,0,0,1,2,0,0,0,2,7,4,3,3,0,0
WEBBSP01  ,Spud,Webb,N,39,725,321,66,19,85,198,30,2,51,64,249,114,105,86,23,7
WEBSTMA01 ,Marvin,Webster,A,13,155,57,0,0,71,9,0,0,0,28,50,21,28,15,0,0
WEBSTMA01 ,Marvin,Webster,N,48,1382,462,53,41,423,68,10,83,9,144,365,177,167,108,0,0
WEDMASC01 ,Scott,Wedman,N,85,1961,882,168,82,322,150,57,17,76,189,812,368,171,119,70,27
WEISSBO01 ,Bob,Weiss,N,53,1103,407,0,0,89,164,0,0,0,111,392,167,91,73,0,0
WEITZRI01 ,Rick,Weitzman,N,3,5,4,0,0,1,1,0,0,0,0,3,2,0,0,0,0
WELLSBO01 ,Bonzi,Wells,N,30,681,336,79,32,111,59,34,6,58,83,291,123,113,79,48,11
WELLSOW01 ,Owen,Wells,N,4,5,6,0,0,1,1,0,0,0,1,5,3,0,0,0,0
WELPCH01  ,Chris,Welp,N,3,22,2,7,0,7,0,0,0,1,7,3,1,2,0,0,0
WELSCJI01 ,Jiri,Welsch,N,4,104,32,12,0,12,9,2,0,8,7,23,11,9,9,4,1
WENNIBI01 ,Bill,Wennington,N,70,572,178,60,41,101,25,14,11,28,122,172,79,28,19,2,1
WESLEDA01 ,David,Wesley,N,55,1934,665,100,21,121,205,62,5,104,164,601,239,137,109,191,78
WESLEWA01 ,Walt,Wesley,N,8,83,42,0,0,28,2,0,0,0,16,41,18,12,6,0,0
WESTDA01  ,David,West,N,7,112,41,22,8,30,8,2,4,7,10,28,15,13,11,0,0
WESTDE01  ,Delonte,West,N,7,115,29,7,2,9,4,7,1,2,17,21,11,4,2,11,5
WESTDO01  ,Doug,West,N,3,87,33,4,0,4,6,2,1,1,11,22,12,9,9,2,0
WESTJE01  ,Jerry,West,N,153,6321,4457,0,0,855,973,0,0,0,451,3460,1622,1506,1213,0,0
WESTMA01  ,Mark,West,N,95,1755,496,270,152,422,36,24,119,81,293,355,201,163,94,0,0
WESTPPA01 ,Paul,Westphal,N,107,2449,1337,21,5,153,353,41,10,46,241,1149,553,285,225,29,6
WETZEJO01 ,John,Wetzel,N,5,38,8,0,0,4,4,0,0,0,8,7,3,2,2,0,0
WHATLEN01 ,Ennis,Whatley,N,31,260,46,26,5,31,32,16,0,21,33,64,18,12,10,1,0
WHEATDE01 ,Dejuan,Wheat,N,1,3,2,1,0,1,0,1,0,0,0,2,1,0,0,0,0
WHITEJE01 ,Jerome,Whitehead,N,10,100,22,9,5,14,3,2,2,1,22,27,9,10,4,0,0
WHITEJO01 ,Jojo,White,N,80,3428,1720,0,0,348,452,0,0,0,241,1629,732,309,256,0,0
WHITERA01 ,Randy,White,N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITERO01 ,Rory,White,N,3,40,16,9,1,10,0,0,0,1,4,14,7,4,2,1,0
WHITERO02 ,Rodney,White,N,5,28,8,4,1,5,0,2,0,3,3,16,4,0,0,3,0
WHITERU01 ,Rudy,White,N,1,2,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0
WHITEWI01 ,Willie,White,N,14,144,68,10,10,20,23,6,0,18,10,64,29,12,7,7,3
WHITNCH01 ,Chris,Whitney,N,10,131,29,10,3,13,9,2,2,7,22,26,10,3,3,13,6
WICKSSI01 ,Sidney,Wicks,N,9,261,118,0,0,83,16,0,0,0,37,81,42,47,34,0,0
WIERMU01  ,Murray,Wier,N,3,0,10,0,0,0,0,0,0,0,4,9,3,8,4,0,0
WIESEBO01 ,Bob,Wiesenhahn,N,2,6,3,0,0,2,0,0,0,0,0,4,1,1,1,0,0
WIGGIMI01 ,Mitchell,Wiggins,N,29,539,233,48,45,93,34,19,3,34,55,212,105,31,23,3,0
WILBUKE01 ,Ken,Wilburn,A,7,93,36,0,0,32,5,0,0,0,21,33,16,16,4,0,0
WILEYGE01 ,Gene,Wiley,N,27,710,120,0,0,272,34,0,0,0,80,103,52,37,16,0,0
WILEYMI01 ,Michael,Wiley,N,3,5,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0
WILFOWI01 ,Win,Wilfong,N,16,208,80,0,0,47,28,0,0,0,31,88,26,39,28,0,0
WILKEBO01 ,Bob,Wilkerson,N,22,679,204,10,6,113,107,27,6,11,75,220,86,50,32,1,0
WILKEJA01 ,Jamaal,Wilkes,N,98,3301,1565,174,149,600,219,84,25,121,273,1441,674,297,217,6,0
WILKELE01 ,Lenny,Wilkens,N,64,2403,1031,0,0,373,372,0,0,0,258,899,359,407,313,0,0
WILKIDA02 ,Damien,Wilkins,N,7,136,39,9,9,18,3,10,1,8,17,36,16,9,4,11,3
WILKIDO01 ,Dominique,Wilkins,N,56,2172,1423,217,158,375,143,73,35,153,123,1201,515,444,366,96,27
WILKIED01 ,Eddielee,Wilkins,N,15,93,48,12,12,24,0,2,0,8,14,35,18,23,12,0,0
WILKIGE01 ,Gerald,Wilkins,N,55,1686,711,103,50,153,190,52,10,91,137,661,292,131,105,79,22
WILKIJE01 ,Jeff,Wilkins,N,24,478,206,92,23,115,18,4,12,26,65,176,81,57,44,1,0
WILKSMI01 ,Mike,Wilks,N,6,12,3,0,0,0,1,0,0,1,0,2,1,0,0,1,1
WILLIAA01 ,Aaron,Williams,N,53,912,297,115,65,180,38,14,41,52,173,238,114,89,69,1,0
WILLIAL01 ,Alvin,Williams,N,18,683,225,51,8,59,78,21,10,24,46,235,93,36,26,42,13
WILLIBE01 ,Bernie,Williams,A,14,380,194,0,0,47,24,0,0,0,42,198,87,28,20,0,0
WILLIBU01 ,Buck,Williams,N,108,3710,1211,590,351,941,113,90,70,190,386,839,436,503,338,2,1
WILLICH01 ,Charlie,Williams,A,30,1022,536,0,0,103,60,0,0,0,107,527,218,139,100,0,0
WILLICH02 ,Chuck,Williams,A,37,1133,440,0,0,105,152,0,0,0,82,348,162,133,116,0,0
WILLICO02 ,Corliss,Williamson,N,63,1088,489,105,67,172,50,23,11,81,160,396,173,184,143,4,0
WILLIER01 ,Eric,Williams,N,26,797,221,72,30,102,38,34,4,23,95,182,80,57,44,45,17
WILLIFR01 ,Freeman,Williams,N,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
WILLIFR02 ,Frank,Williams,N,4,74,19,1,1,2,5,3,0,4,13,22,6,5,3,13,4
WILLIGU01 ,Gus,Williams,N,99,3205,1927,67,56,308,469,155,39,105,243,1644,781,483,356,39,9
WILLIHE01 ,Herb,Williams,N,57,538,153,53,25,78,17,10,25,25,83,130,61,42,31,0,0
WILLIHO01 ,Hotrod,Williams,N,47,1375,520,193,102,295,86,42,56,68,155,395,189,192,142,1,0
WILLIJA01 ,Jayson,Williams,N,9,143,30,24,25,49,5,2,3,5,14,29,13,8,4,0,0
WILLIJA02 ,Jason,Williams,N,26,743,283,57,5,62,94,27,1,57,54,253,103,35,33,126,44
WILLIJE01 ,Jerome,Williams,N,25,508,121,79,55,134,22,27,7,18,57,100,47,51,27,0,0
WILLIJO01 ,John,Williams,A,29,903,446,0,0,80,76,0,0,0,101,392,192,86,62,0,0
WILLIJO01 ,John,Williams,N,27,749,283,78,41,125,53,24,18,39,78,246,110,91,59,11,4
WILLIKE01 ,Kevin,Willis,N,68,1279,510,247,134,381,38,34,14,72,172,472,203,143,101,13,3
WILLIKE02 ,Kevin,Williams,N,51,1430,596,173,125,298,62,45,26,71,182,463,248,144,100,5,0
WILLIKE03 ,Kenny,Williams,N,17,105,24,11,6,17,7,6,5,6,20,26,10,4,4,0,0
WILLILO01 ,Lorenzo,Williams,N,3,8,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0
WILLIMI01 ,Michael,Williams,N,16,353,175,24,11,35,79,27,1,22,50,123,54,74,63,12,4
WILLIMO01 ,Monty,Williams,N,30,264,83,33,23,56,10,5,2,18,29,73,34,26,15,2,0
WILLIRA01 ,Ray,Williams,N,40,889,425,62,33,110,202,43,2,89,128,412,166,106,86,35,7
WILLIRE01 ,Reggie,Williams,N,24,538,217,60,28,88,57,14,13,36,72,212,79,43,35,65,24
WILLIRO01 ,Ron,Williams,N,32,671,260,0,0,57,94,0,0,0,76,248,104,59,52,0,0
WILLIRO02 ,Rob,Williams,N,16,301,118,28,8,36,64,11,2,27,48,105,47,19,17,17,7
WILLISA01 ,Sam,Williams,N,2,16,8,0,0,4,1,0,0,0,5,7,4,2,0,0,0
